Keyword Version: 8.5,Revision: 2018-02-09 13:07:18,Timestamp: 2018-02-15 08:42:56,Terms Of Use: http://gcmd.nasa.gov/r/l/TermsOfUse,"The most up to date XML representations can be found here: https://gcmdservices.gsfc.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=xml""Case native",,,
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,PHASE AND AMPLITUDE,,,,a4a3d233-581b-4171-bf16-41a1528a7dda
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,SINK TEMPERATURE,,,,4a42042b-7427-4cf2-9475-7d1788e3ac54
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,THERMAL PROPERTIES,,,,7d3d6c15-b328-43a4-92eb-7d3c430647c4
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,TOTAL PRESSURE,,,,733092b1-4256-433a-85fe-78c912f21f80
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,TOTAL TEMPERATURE,,,,3ef1cc7b-2864-46e3-b399-fcc1fbcf0d9b
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,ULTRAVIOLET SENSOR TEMPERATURE,,,,36085074-ba97-450b-847b-046509b0e09a
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,VIEWING GEOMETRY,,,,14edbe59-89a4-45ce-ac61-0143fb311da6
EARTH SCIENCE,SPECTRAL/ENGINEERING,SENSOR CHARACTERISTICS,,,,,8799f524-e313-4d2d-9428-8d672d123513
EARTH SCIENCE,SPECTRAL/ENGINEERING,ULTRAVIOLET WAVELENGTHS,SENSOR COUNTS,,,,03d45804-cc21-449d-81f4-4bb778f97ac6
EARTH SCIENCE,SPECTRAL/ENGINEERING,ULTRAVIOLET WAVELENGTHS,ULTRAVIOLET FLUX,,,,01e4b433-34ae-4ffb-a73b-dff7ae4c789a
EARTH SCIENCE,SPECTRAL/ENGINEERING,ULTRAVIOLET WAVELENGTHS,ULTRAVIOLET RADIANCE,,,,ca87e2c2-9087-42f7-a88a-93ace50ebe39
EARTH SCIENCE,SPECTRAL/ENGINEERING,ULTRAVIOLET WAVELENGTHS,,,,,0f36cd66-d755-4809-ad0e-d67b1b9aff6c
EARTH SCIENCE,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,SENSOR COUNTS,,,,a3792ab1-61af-48be-acf2-116c291a3765
EARTH SCIENCE,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,VISIBLE FLUX,,,,7971f416-cf75-47f4-9108-6184baab58e5
EARTH SCIENCE,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,VISIBLE IMAGERY,,,,03f0c0a3-04a7-4ef8-8ec0-3c2266510815
EARTH SCIENCE,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,VISIBLE RADIANCE,,,,b590bfda-a053-4439-8f86-a2811e67ce46
EARTH SCIENCE,SPECTRAL/ENGINEERING,VISIBLE WAVELENGTHS,,,,,c5ff6f39-0c35-488a-96f2-f3498c678e45
EARTH SCIENCE,SPECTRAL/ENGINEERING,X-RAY,X-RAY FLUX,,,,e32b5dca-c243-40d8-9e06-d146a40a71df
EARTH SCIENCE,SPECTRAL/ENGINEERING,X-RAY,,,,,12156f9d-9731-446e-b9de-a781af653b1c
EARTH SCIENCE,SPECTRAL/ENGINEERING,,,,,,83150c54-5da8-4ee8-9579-19b95a8dc10c
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,AURORAE,,,,792cf9f0-6d24-4de8-902c-b74e42c74fd3
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,ELECTRIC FIELDS/ELECTRIC CURRENTS,,,,9abe9fdb-59f3-4bd6-b24f-b9b7e46eae7c
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,GEOMAGNETIC FORECASTS,,,,882d9a10-713c-4b58-8c7b-d9af086115a3
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,GEOMAGNETIC INDICES,,,,990016e0-f247-4c36-8a17-f50e792a964a
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,ION CHEMISTRY/IONIZATION,,,,ba75172a-6965-40cf-bf3f-6c0af2f97dad
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,MAGNETIC FIELDS/MAGNETIC CURRENTS,,,,8cbdfa00-852c-452d-8013-86145ad318c8
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,MAGNETIC STORMS,,,,e453077b-b6f3-44f0-9f3d-4408bf9a69e5
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,PLASMA WAVES,,,,5f8a9188-d588-4782-a34b-07fa68380c41
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,SOLAR WIND,,,,5d290bd8-049b-4002-86c8-8acba563d0e1
EARTH SCIENCE,SUN-EARTH INTERACTIONS,IONOSPHERE/MAGNETOSPHERE DYNAMICS,,,,,3a942e8a-d2f2-42bf-9e83-b7b3793b100e
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,CORONA HOLES,,,,6a5a2ccf-3ba6-4519-bc9b-7617ef3b9087
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,CORONAL MASS EJECTIONS,,,,6d486f25-7477-4da9-96ae-0091596ed4d2
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,CORONA,,,,1ef327e1-6139-49ff-87c3-f959ea75a511
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,COSMIC RAYS,,,,e06822d8-b640-4d75-ac37-33ab3cc5e765
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR ACTIVE REGIONS,,,,0d32a340-ee64-4795-9254-09dcaf55bf4c
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR FLARES,,,,fa9f54b2-a101-4faf-b1dc-b6dff141c08c
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR IMAGERY,,,,e2fc7768-955b-4e76-935e-d33805fcc914
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR IRRADIANCE,,,,33f0ec3e-cd6d-498c-9468-749741fc12e2
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR OSCILLATIONS,,,,88bd8ce6-334d-4a42-8d51-5ed074ef5a89
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR PROMINENCES/SOLAR FILAMENTS,,,,7b52f7f5-4102-4829-8ea3-c0dcdd36bdca
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR RADIO WAVE EMISSIONS,,,,25aa0f7b-89a5-46d7-b3d3-622b60032661
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR SYNOPTIC MAPS,,,,ace2d2e5-0b9a-472e-b27b-c687b9108076
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR ULTRAVIOLET EMISSIONS,,,,a4390c3d-cffa-43ee-8e91-49c6d49ac371
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR VELOCITY FIELDS,,,,e4fcb001-f517-4295-89dd-73292e0bf3ee
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SOLAR X-RAY EMISSIONS,,,,a15e514b-4b44-4587-a857-34ab7e2d357e
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,SUNSPOTS,,,,429d42ef-9b58-4068-b389-0a9e60e55486
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ACTIVITY,,,,,2e83362e-d8f8-4bca-83fd-bae360ebe94b
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE FLUX,ALPHA PARTICLE FLUX,,,,2217b742-b21a-4230-ba34-1af30132135d
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE FLUX,ELECTRON FLUX,,,,5223ebeb-a22d-4bb9-b2b2-ed949a10ac29
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE FLUX,HEAVY NUCLEI FLUX,,,,67773da0-f5f1-4047-871a-1fb5a5c1621a
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE FLUX,ION FLUX,,,,d9ce8e7e-44ff-4555-a910-86b87daca0c2
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE FLUX,NEUTRAL PARTICLE FLUX,,,,8f801f54-9ca9-4ba6-be35-fd87968f24e7
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE FLUX,PROTON FLUX,,,,a2443978-118d-4f7c-843d-dcd0059fe949
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE FLUX,SUB-ATOMIC PARTICLE FLUX,,,,0168947c-5f28-46d8-b643-cb31af02a6de
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE FLUX,X-RAY FLUX,,,,8686285f-9949-4a22-ad80-a1bf4d43e122
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE FLUX,,,,,cad91f82-7e2a-43b7-b272-2dc77e2791f4
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE PROPERTIES,ENERGY DEPOSITION,,,,36bab763-b5d7-450a-8328-1c1f935184f4
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE PROPERTIES,PARTICLE COMPOSITION,,,,bc02662f-d4a1-43c6-833f-836107ae6737
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE PROPERTIES,PARTICLE DENSITY,,,,fd42b8e3-b76c-4888-aeb7-e6486beb4b69
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE PROPERTIES,PARTICLE DISTRIBUTION FUNCTIONS,,,,c39210ba-7659-424b-a2f0-5777a1519115
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE PROPERTIES,PARTICLE SPEED,,,,68f1ff0e-2e23-4025-ba71-7f6177352311
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE PROPERTIES,PARTICLE TEMPERATURE,,,,630c1f3f-73b9-4f80-bc47-4cbf1fa43788
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE PROPERTIES,TOTAL ELECTRON CONTENT,,,,0b2ca4d1-a225-4243-90eb-1b482fb094a5
EARTH SCIENCE,SUN-EARTH INTERACTIONS,SOLAR ENERGETIC PARTICLE PROPERTIES,,,,,a82d885e-34cd-496a-b34d-17a23ad04126
EARTH SCIENCE,SUN-EARTH INTERACTIONS,,,,,,57383ac5-614c-4b84-9202-e137b000422b
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,ABLATION ZONES/ACCUMULATION ZONES,,,,a994a6f6-cfcd-45d2-95a4-0f8455a9454d
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,FIRN,,,,ff79c018-8d61-4811-91bc-c4ddea29677c
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,GLACIER ELEVATION/ICE SHEET ELEVATION,,,,4d1cc756-c12a-472a-9eae-de96e0a7ba74
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,GLACIER FACIES,,,,7b657679-78bf-4580-987d-0d1b98dcd0d2
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,GLACIER MASS BALANCE/ICE SHEET MASS BALANCE,,,,5ac9ae0b-901a-468e-8a42-5d6f3865a584
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,GLACIER MOTION/ICE SHEET MOTION,,,,a870d769-b815-435a-b7cc-cba5e6c27bb3
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,GLACIER THICKNESS/ICE SHEET THICKNESS,,,,87b27ecd-c10b-4d41-8c49-b84f185c5bd4
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,GLACIER TOPOGRAPHY/ICE SHEET TOPOGRAPHY,,,,72fdd0c7-f998-47ab-aeee-2956b9015ccb
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,GLACIERS,,,,4a426aab-4a95-4bf4-8449-19a72a251541
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,ICE SHEETS,,,,b2800856-f1e3-41aa-bdc4-75e9cd626d3f
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,ICEBERGS,,,,f1c79b5f-fcc2-42e7-818b-7534f79081ff
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GLACIERS/ICE SHEETS,,,,,099ab1ae-f4d2-48cc-be2f-86bd58ffc4ca
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER FEATURES,AQUIFERS,,,a957363b-2f2c-4169-a656-c2f24933eb72
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER FEATURES,FRESHWATER SPRINGS,,,c87c086a-933f-44c7-a128-33279b36d7b5
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER FEATURES,WATER TABLE,WATER TABLE DEPTH,,04655f0e-81f1-411c-9cfe-994cd743701e
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER FEATURES,WATER TABLE,,,ecbe9f17-6012-4e39-a707-713973b7d167
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER FEATURES,,,,ae94befb-d08e-4350-8ebe-c0ba7ded8320
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,AQUIFER DEPTH,,ee3893bc-f0d6-445a-8982-f852785d5768
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,RECHARGE AMOUNT,,2cd0b33e-4805-4930-ba84-fef6c625a9b4
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,RECHARGE FREQUENCY,,e89dc20d-0570-41ca-8039-38316332238a
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,,,dbeaaf9f-294c-4e45-ba9e-7be8cd449db1
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,DISCHARGE,DISCHARGE AMOUNT,,4f30855f-5bf1-46a8-b2ce-ce2fa00485ec
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,DISCHARGE,DISCHARGE RATE,,d89d0e4d-0462-43a5-905e-c060db425e7b
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,DISCHARGE,,,0976b778-91be-40e7-9ed7-ebbf214bb818
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,DISPERSION,DISPERSION FREQUENCY,,1fa631de-797f-4649-aa26-9f814ddcdb9b
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,DISPERSION,DISPERSION RATE,,3a95742c-1355-40af-ac86-e24365a67b04
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,DISPERSION,,,d2d4ee50-99ed-4ee7-b957-22271a60c031
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,DRAINAGE,DRAINAGE AMOUNT,,5ea5be7b-fdbb-4c50-9f54-c0bbd7dcc78c
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,DRAINAGE,DRAINAGE DIRECTION,,3045e9ec-ac70-4d72-904a-54094357373a
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,DRAINAGE,,,6a2107ab-38ab-42dc-beb0-8ba5f65e8022
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,INFILTRATION,INFILTRATION AMOUNT,,59ce52b5-0386-4b51-b5ac-049a0862e9cd
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,INFILTRATION,INFILTRATION FREQUENCY,,55642a14-2ff4-4892-b61a-ae3ece7fbcd7
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,INFILTRATION,INFILTRATION RATE,,d16cd32f-978d-4ab5-9711-f8189a748399
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,INFILTRATION,,,638a22af-4e97-450e-a278-b81338443230
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,LAND SUBSIDENCE,SUBSIDENCE AMOUNT,,2922e6fe-3d72-44d3-a972-2e3778194343
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,LAND SUBSIDENCE,SUBSIDENCE RATE,,535b876d-9297-49c2-bdcd-4c33e02a47be
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,LAND SUBSIDENCE,,,a1bf1e84-c4e7-4154-ad0a-4b9eedf45066
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,PERCOLATION,PERCOLATION AMOUNT,,22566296-aea0-4f01-93c0-fb3256051f27
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,PERCOLATION,PERCOLATION RATE,,acdb39a8-1816-4d8d-bb80-38a94024035e
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,PERCOLATION,,,d64094ae-774b-4435-8f2e-a54d114e5555
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SALTWATER INTRUSION,INTRUSION AMOUNT,,68034344-9c1c-4a5e-a64e-813f6ecf608c
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SALTWATER INTRUSION,INTRUSION RATE,,310c5663-1825-46ed-8b64-d1ba7c93ff6d
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SALTWATER INTRUSION,,,4a11a257-99c6-4f87-8884-2a2aa46a49fa
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SUBSURFACE FLOW,AVERAGE FLOW,,92bfc132-bc15-4952-99a7-763f109c1e7e
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SUBSURFACE FLOW,FLOW VELOCITY,,dd27825d-7b6e-4a70-9a45-c68d646a1cc5
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SUBSURFACE FLOW,PEAK FLOW,,48f02169-8eab-487d-a24b-4b36ec707b13
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SUBSURFACE FLOW,,,872a0464-884c-4d6f-8f06-0679329dadcc
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,,,,6e4b29b7-a0c9-4e8e-b778-23b50cf8efb8
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUNDWATER CHEMISTRY,,,,8435030e-8d16-409f-a812-ace5d8ffc122
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,,,,,734f8f27-6976-4b67-8794-c7fc79d6161e
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ALBEDO,,,,2ddd003d-c19f-4336-9837-316cce5efe0b
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,AVALANCHE,,,,2565d1be-7468-4969-9367-e21719c006a1
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,DEPTH HOAR,,,,67648fff-9415-4a36-a1f6-ef028dd1d9b5
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,FREEZE/THAW,,,,4453ac7c-1869-4aef-8b06-dbdc9e63e245
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,FROST,,,,f3743f11-06bb-4337-969a-d5616b96038f
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE DEPTH/THICKNESS,,,,fa751659-7032-447c-a581-f4e9de854070
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE EXTENT,,,,0fcce7dc-496f-4078-96f0-2035a73563fb
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE GROWTH/MELT,,,,7c23be3f-89fc-4a85-83fc-128b0837ee83
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE MOTION,,,,10068260-94c0-4e58-83ac-f9c5d6bd5748
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE VELOCITY,,,,cee7ed2f-3ed1-44ad-b48b-513a68bb3244
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,LAKE ICE,,,,a99c2917-8f91-4ec8-ad4f-7ee6200ab35d
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,PERMAFROST,,,,6a7eed90-327a-4609-b952-c9617445a1d1
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,RIVER ICE,,,,ad8499b4-28cb-46ed-b0fe-867ed90fce05
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW COVER,,,,6a08f79f-a621-4f8c-b5d5-e1335f9cbcec
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW DENSITY,,,,fde70d8c-d64c-4784-971d-589eedfc42d1
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW DEPTH,,,,9512b90f-f495-41bb-9600-ff25e4cfc571
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW ENERGY BALANCE,,,,8b99fd5b-4be4-4d4b-bdf2-ef92df294738
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW FACIES,,,,1f10a307-df15-43e2-b3fa-5fe6df619f98
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW MELT,,,,dd6de9e1-61e7-41bf-a2dc-9d2afc690bb3
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW STRATIGRAPHY,,,,c5aaee13-289b-40b7-867d-83bd72c02b2d
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW WATER EQUIVALENT,,,,47d8d3db-9aea-49f3-8edd-5216736a85ef
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW/ICE CHEMISTRY,,,,9a3b0d9b-4409-439f-b23d-c07590ff919e
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW/ICE TEMPERATURE,,,,1341f3e1-9279-4ae6-9a93-6a612957efd1
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,WHITEOUT,,,,06741402-492e-4cda-926b-8897b15450e7
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,,,,,50b8fe04-9149-4b7f-a8b2-b33b1e3aa192
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER CHEMISTRY,,,,1baa552d-c563-43fb-b618-54651f8b07e6
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,DRAINAGE BASINS,,,272700c5-d762-452b-8e9f-130e3a51efb5
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,LAKES/RESERVOIRS,,,3d64f625-fb84-4178-ad08-4be2dd15979b
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,RIVERS/STREAMS,,,5e3c573f-a787-4afa-80a4-047c2c5d83f2
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,WATER CHANNELS,,,4b276110-57bc-4ed6-b741-1ec0383fa962
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,WETLANDS,,,d138302a-03b3-4cf7-95db-ac98f863c04f
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,,,,959f1861-a776-41b1-ba6b-d23c71d4d1eb
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,AQUIFER DEPTH,,37e1daa7-503a-4d5c-b6d7-c18b71030bc6
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,RECHARGE AMOUNT,,f9c86356-381e-4f7e-9193-10c274eae41c
EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,RECHARGE FREQUENCY,,424652b2-92b2-4dee-9f77-016f905b1569
