"ConceptScheme URI",https://w3id.org/formater/variable/
PREFIX,ft,https://w3id.org/formater/variable/

"Ce fichier est utilisé pour enrichir le thésaurus des mots scientifiques du gcmd"

"La traduction du label et de la définition de chaque concept serait un + (les colonnes skos:prefLabel@fr et skos:definition@fr)"
"la colonne skos:exactMatch est utilisé pour créer un lien avec les concepts d'autres thésaurus"
"   - l'URI du terme correspondant du gcmd s'y trouve déjà"
"   - pour ajouter des concepts correspondants d'autres thésaurus, il faut séparer les URI par des virgules "","""

"Les identifiants de chaque concept ont été générés automatiquement et seront modifiés ultérieurement"
" Ils ne doivent pas être modifiés car ils sont utilisés pour créer des liens entre concepts"


URI,skos:prefLabel@en,skos:prefLabel@fr,skos:definition@en,skos:definition@fr,skos:narrower,skos:broader,skos:related,skos:exactMatch
ft:solid-elements-radioactive_elements,"Radioactive elements",,"An element with an unstable nucleus, which radiates alpha, beta or gamma radiation and gets converted to a stable element.",,ft:solid-elements,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/334f47c1-fd13-483f-b493-e69a9e93d553
ft:solid-elements-major_elements,"Major elements",,"Elements that constitute > 1 wt. % of a rock as determined in a chemical analysis.",,ft:solid-elements,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/2440389a-d0d9-445a-9dce-908900f0c3a7
ft:solid-elements-trace_elements,"Trace elements",,"Elements that constitute less than 0.1 wt. % of a rock as determined in a chemical analysis.",,ft:solid-elements,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/c3c898d7-14db-4536-bd86-f8f222167195
ft:geothermal,"Geothermal dynamics",,"The relation between the earth's interior heat and other related matter, using the properties of macroscopic variables such as temperature, entropy, and pressure.",,ft:solid_earth,"ft:geothermal-geothermal_energy, ft:geothermal-geothermal_temperature",,https://gcmdservices.gsfc.nasa.gov/kms/concept/ec2bf43d-2525-439e-bbbe-0db758e71965
ft:geothermal-geothermal_energy,"Geothermal energy",,"Heat transferred from the earth's molten core to under-ground deposits of dry steam (steam with no water droplets), wet steam (a mixture of steam and water droplets), hot water, or rocks lying fairly close to the earth's surface.",,ft:geothermal,"ft:geothermal-geothermal_energy-energy_output, ft:geothermal-geothermal_energy-energy_distribution",,https://gcmdservices.gsfc.nasa.gov/kms/concept/33d1810f-40c6-4b37-ac90-7435ef5fa507
ft:geothermal-geothermal_energy-energy_output,"Energy output",,"The amount of heat output from a geothermal energy source.",,ft:geothermal-geothermal_energy,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/64461e23-b3c1-4b99-b879-84e54bacdb24
ft:geothermal-geothermal_energy-energy_distribution,"Energy distribution",,"The amount of heat distribution from a geothermal energy source.",,ft:geothermal-geothermal_energy,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/9d258088-e5bd-42b9-a281-e566da10ea74
ft:geothermal-geothermal_temperature,"Geothermal temperature",,"Describes the temperature of the geothermal energy (heat) released from the Earth.",,ft:geothermal,"ft:geothermal-geothermal_temperature-temperature_gradient, ft:geothermal-geothermal_temperature-temperature_profiles, ft:geothermal-geothermal_temperature-ambient_temperature",,https://gcmdservices.gsfc.nasa.gov/kms/concept/cacfd8f0-b83a-46b7-b324-52ce1b55baa9
ft:geothermal-geothermal_temperature-temperature_gradient,"Temperature gradient",,"A physical quantity that describes in which direction and at what rate the temperature changes the most rapidly around a particular location. The temperature gradient is a dimensional quantity expressed in units of degrees (on a particular temperature scale) per unit length.",,ft:geothermal-geothermal_temperature,ft:geothermal-geothermal_temperature-temperature_gradient-temperature_gradient_rate,,https://gcmdservices.gsfc.nasa.gov/kms/concept/99d567bb-7767-4ea4-a135-a611eac6a669
ft:geothermal-geothermal_temperature-temperature_gradient-temperature_gradient_rate,"Temperature gradient rate",,"The rate at which temperature changes at a particular location as it relates to geothermal energy.",,ft:geothermal-geothermal_temperature-temperature_gradient,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/f4573e47-3cce-49ec-98d3-b5b3bb51371e
ft:geothermal-geothermal_temperature-temperature_profiles,"Temperature profiles",,"The change of air temperature with height above the ground. When the temperature increases with height, the profile is called an inversion profile, or simply an inversion. When the temperature decreases strongly with height, a convective profile may be established.",,ft:geothermal-geothermal_temperature,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/321d9086-fc85-40a3-a2e0-d24bc6765345
ft:geothermal-geothermal_temperature-ambient_temperature,"Ambient temperature",,"Air temperature measured with a thermometer, similar to dry-bulb temperature.",,ft:geothermal-geothermal_temperature,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/1d2ac206-0977-4145-b334-baa6e13a0db6
ft:geomorphic,"Geomorphic landforms/processes",,"The science that treats the general configuration of the Earth's surface, specifically the study of the classification, description, nature, origin, and development of present landforms and their relationships to underlying structures, and of the history of geologic changes as recorded by these surface features.",,ft:solid_earth,"ft:geomorphic-coastal_landforms, ft:geomorphic-karst_landforms, ft:geomorphic-tectonic_landforms, ft:geomorphic-aeolian_landforms, ft:geomorphic-fluvial_landforms, ft:geomorphic-glacial_landforms, ft:geomorphic-fluvial_processes, ft:geomorphic-tectonic_processes, ft:geomorphic-coastal_processes, ft:geomorphic-glacial_processes, ft:geomorphic-aeolian_processes, ft:geomorphic-karst_processes",,https://gcmdservices.gsfc.nasa.gov/kms/concept/b5cb1fab-7281-478f-bb3b-ff04f900b3fc
ft:geomorphic-coastal_landforms,"Coastal landforms",,"Coastal processes refers to the action of natural forces (e.g. erosion,
deposition, tectonic uplift) on the shoreline, and the nearshore seabed.  Some
examples of landforms resulting from these processes are wave-cut cliffs,
beaches, and wave-cut benches.	
",,ft:geomorphic,"ft:geomorphic-coastal_landforms-barrier_islands, ft:geomorphic-coastal_landforms-beaches, ft:geomorphic-coastal_landforms-coral_reefs, ft:geomorphic-coastal_landforms-cuspate_forelands, ft:geomorphic-coastal_landforms-deltas, ft:geomorphic-coastal_landforms-dunes, ft:geomorphic-coastal_landforms-estuaries, ft:geomorphic-coastal_landforms-fjords, ft:geomorphic-coastal_landforms-headlands-bays-cape, ft:geomorphic-coastal_landforms-isthmus, ft:geomorphic-coastal_landforms-inlets, ft:geomorphic-coastal_landforms-lagoons, ft:geomorphic-coastal_landforms-ria, ft:geomorphic-coastal_landforms-salt_marsh, ft:geomorphic-coastal_landforms-sea_arches, ft:geomorphic-coastal_landforms-sea_caves, ft:geomorphic-coastal_landforms-sea_cliffs, ft:geomorphic-coastal_landforms-shoals, ft:geomorphic-coastal_landforms-shorelines, ft:geomorphic-coastal_landforms-sounds, ft:geomorphic-coastal_landforms-spits_and_bars, ft:geomorphic-coastal_landforms-tombolos, ft:geomorphic-coastal_landforms-wave-cut_notch-platforms",,https://gcmdservices.gsfc.nasa.gov/kms/concept/c58320e6-3f1d-4c36-9bee-6bad73404c21
ft:geomorphic-coastal_landforms-barrier_islands,"Barrier islands",,"A coastal landform and a type of barrier system, are relatively narrow strips of sand that parallel the mainland coast. They usually occur in chains, consisting of anything from a few islands to more than a dozen.",,ft:geomorphic-coastal_landforms,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/6e3135e9-6be6-4995-a5df-022f6a0cf45b
ft:geomorphic-coastal_landforms-beaches,Beaches,,"Geological landform along the shoreline of an ocean, sea or lake. It usually consists of loose particles which are often composed of rock, such as sand, gravel, shingle, pebbles, waves or cobblestones.",,ft:geomorphic-coastal_landforms,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/6a5d3e4d-86d1-4863-bfe6-f8e2899fab0e
ft:geomorphic-coastal_landforms-coral_reefs,"Coral reefs",,"Underwater structures made from calcium carbonate secreted by corals. Corals are colonies of tiny living animals found in marine waters containing few nutrients. Most coral reefs are built from stony corals, and are formed by polyps that live together in groups. The polyps secrete a hard carbonate exoskeleton which provides support and protection for the body of each polyp.",,ft:geomorphic-coastal_landforms,"ft:geomorphic-coastal_landforms-coral_reefs-fringing_reef, ft:geomorphic-coastal_landforms-coral_reefs-barrier_reef, ft:geomorphic-coastal_landforms-coral_reefs-patch_reef, ft:geomorphic-coastal_landforms-coral_reefs-apron_reef, ft:geomorphic-coastal_landforms-coral_reefs-bank_reef, ft:geomorphic-coastal_landforms-coral_reefs-ribbon_reef, ft:geomorphic-coastal_landforms-coral_reefs-atoll_reef, ft:geomorphic-coastal_landforms-coral_reefs-table_reef",,https://gcmdservices.gsfc.nasa.gov/kms/concept/dff4d4af-e1e0-4991-884b-a1c088a802b2
ft:geomorphic-coastal_landforms-coral_reefs-fringing_reef,"Fringing reef",,"One of the three main types of coral reefs recognized by most coral reef scientists. It is distinguished from the other two main types (barrier reefs and atolls) in that has either an entirely shallow backreef zone (lagoon) or none at all.",,ft:geomorphic-coastal_landforms-coral_reefs,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/0f5c48d1-5189-495d-b5a7-7ad596f0a5c4
ft:geomorphic-coastal_landforms-coral_reefs-barrier_reef,"Barrier reef",,"A long, narrow ridge of coral or rock parallel to and relatively near a coastline, separated from the coastline by a lagoon too deep for coral growth.",,ft:geomorphic-coastal_landforms-coral_reefs,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/5fde7781-d4f6-41a8-8428-f428b70c02dc
ft:geomorphic-coastal_landforms-coral_reefs-patch_reef,"Patch reef",,"An isolated, comparatively small reef outcrop, usually within a lagoon or embayment, often circular and surrounded by sand or seagrass. Patch reefs are common.",,ft:geomorphic-coastal_landforms-coral_reefs,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/a1451fce-9e69-4f2d-b2cf-27238a7577ce
ft:geomorphic-coastal_landforms-coral_reefs-apron_reef,"Apron reef",,"A short reef resembling a fringing reef, but more sloped; extending out and downward from a point or peninsular shore.",,ft:geomorphic-coastal_landforms-coral_reefs,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/0e566bce-90bf-4a0a-a000-5bb5fb430788
ft:geomorphic-coastal_landforms-coral_reefs-bank_reef,"Bank reef",,"A linear or semi-circular shaped-outline, larger than a patch reef.",,ft:geomorphic-coastal_landforms-coral_reefs,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/57417a5e-4d86-4fb6-81d6-68bf9a3d1148
ft:geomorphic-coastal_landforms-coral_reefs-ribbon_reef,"Ribbon reef",,"A long, narrow, somewhat winding reef, usually associated with an atoll lagoon.",,ft:geomorphic-coastal_landforms-coral_reefs,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/b428ba89-4638-4989-90c1-f5e4f0d0a6f6
ft:geomorphic-coastal_landforms-coral_reefs-atoll_reef,"Atoll reef",,"A ring-shaped coral reef including a coral rim that encircles a lagoon partially or completely. There may be coral islands/cays on the coral rim.",,ft:geomorphic-coastal_landforms-coral_reefs,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8c89ede4-94d8-4fd4-a3df-f9d42e9835eb
ft:geomorphic-coastal_landforms-coral_reefs-table_reef,"Table reef",,"An isolated reef, approaching an atoll type, but without a lagoon.",,ft:geomorphic-coastal_landforms-coral_reefs,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/5f4dc81d-0893-4eb9-b82a-6a070836aa16
ft:geomorphic-coastal_landforms-cuspate_forelands,"Cuspate forelands",,"Geographical features found on coastlines and created by long shore drift. Made out of sand and shingle, and later stabilized by vegetation, cuspate forelands are triangular-shaped accretions and extend seawards.",,ft:geomorphic-coastal_landforms,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/0c51bdb0-54b0-4d0d-afd0-35ef7458ccb7
ft:geomorphic-coastal_landforms-deltas,Deltas,,"Land built up by deposits of sand and silt at the mouth of some rivers.",,ft:geomorphic-coastal_landforms,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/b37b1bdf-6392-4a80-891a-14f177ba2ca2
ft:geomorphic-coastal_landforms-dunes,Dunes,,"A hill of sand built by aeolian processes. Dunes occur in different forms and sizes, formed by interaction with the wind. Most kinds of dunes are longer on the windward side where the sand is pushed up the dune and have a shorter ""slip face"" in the lee of the wind.",,ft:geomorphic-coastal_landforms,"ft:geomorphic-coastal_landforms-dunes-crescentic_(barchan-transverse)_dune, ft:geomorphic-coastal_landforms-dunes-longitudinal-linear_dune, ft:geomorphic-coastal_landforms-dunes-star_dune, ft:geomorphic-coastal_landforms-dunes-dome_dune, ft:geomorphic-coastal_landforms-dunes-parabolic_dune",,https://gcmdservices.gsfc.nasa.gov/kms/concept/0c279e58-9ad3-4748-816a-de8cabeaf0c4
ft:geomorphic-coastal_landforms-dunes-crescentic_(barchan-transverse)_dune,"Crescentic (barchan/transverse) dune",,"Shaped mounds are generally wider than they are long. The slipfaces are on the concave sides of the dunes. These dunes form under winds that blow consistently from one direction, and they also are known as barchans, or transverse dunes.",,ft:geomorphic-coastal_landforms-dunes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/fa47cab9-0aa4-4e16-8115-972f7f543920
ft:geomorphic-coastal_landforms-dunes-longitudinal-linear_dune,"Longitudinal/linear dune",,"Elongate parallel to the prevailing wind, possibly caused by a larger dune having its smaller sides blown away. Seif dunes are sharp-crested and are common in the Sahara. They range up to 300 m (980 ft) in height and 300 km (190 mi) in length.",,ft:geomorphic-coastal_landforms-dunes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/1810b08a-9377-4f01-a3cf-fdd549ad8ebf
ft:geomorphic-coastal_landforms-dunes-star_dune,"Star dune",,"Radially symmetrical, star dunes are pyramidal sand mounds with slipfaces on three or more arms that radiate from the high center of the mound. They tend to accumulate in areas with multidirectional wind regimes. Star dunes grow upward rather than laterally. They dominate the Grand Erg Oriental of the Sahara. In other deserts, they occur around the margins of the sand seas, particularly near topographic barriers. In the southeast Badain Jaran Desert of China, the star dunes are up to 500 metres tall and may be the tallest dunes on Earth.",,ft:geomorphic-coastal_landforms-dunes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/94ab11dc-b70b-4705-bb25-c4d430722d28
ft:geomorphic-coastal_landforms-dunes-dome_dune,"Dome dune",,"Oval or circular mounds that generally lack a slipface, dome dunes are rare, and these occur at the far upwind margins of sand seas.",,ft:geomorphic-coastal_landforms-dunes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/16a1f6b8-ea67-43fe-a47c-aad5250b4f59
ft:geomorphic-coastal_landforms-dunes-parabolic_dune,"Parabolic dune",,"U-shaped mounds of sand with convex noses trailed by elongated arms are parabolic dunes. Sometimes these dunes are called U-shaped, blowout, or hairpin dunes, and they are well known in coastal deserts. Unlike crescent shaped dunes, their crests point upwind. The elongated arms of parabolic dunes follow rather than lead because they have been fixed by vegetation, while the bulk of the sand in the dune migrates forward.",,ft:geomorphic-coastal_landforms-dunes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/174fa36e-3a06-40a1-bc95-87e6799bdead
